"customer_id";"customer_name";"gender";"birth_year";"registration_date";"email";"phone";"country";"city";"zip_code";"registration_channel";"loyalty_tier";"preferred_category";"avg_order_value_segment";"last_login_date";"total_orders";"total_spent"
2794;"User_2794";"Male";1970;"2020-04-22";"user2794@example.com";"14945291";"USA";"Toronto";"45171";"Mobile App";"Gold";"Books";"Low";"2024-11-05";9;6544.42
2795;"User_2795";"Male";1978;"2022-10-14";"user2795@example.com";"13357210";"USA";"London";"48789";"Referral";"Gold";"Electronics";"Medium";"2024-12-09";10;8044.54
2796;"User_2796";"Female";1972;"2020-08-15";"user2796@example.com";"19446130";"USA";"Los Angeles";"66572";"Mobile App";"Bronze";"Sports";"Low";"2023-12-18";5;4816.29
2797;"User_2797";"Male";1995;"2021-06-11";"user2797@example.com";"16217705";"USA";"Toronto";"88019";"Mobile App";"Gold";"Books";"Medium";"2024-11-22";8;7352.44
2798;"User_2798";"Female";1978;"2021-05-10";"user2798@example.com";"19781830";"USA";"Los Angeles";"77905";"Social Media";"Gold";"Home";"Low";"2024-12-04";11;7239.39
2799;"User_2799";"Female";1985;"2020-01-31";"user2799@example.com";"14886606";"UK";"London";"12467";"Web";"Bronze";"Sports";"Low";"2024-09-13";11;10819.67
2800;"User_2800";"Male";1993;"2020-06-10";"user2800@example.com";"13914877";"USA";"Chicago";"42241";"Mobile App";"Bronze";"Home";"Medium";"2024-09-20";10;9602.17
2801;"User_2801";"Female";1983;"2021-12-05";"user2801@example.com";"15888676";"UK";"Los Angeles";"52894";"Referral";"Bronze";"Clothing";"Low";"2024-11-04";9;7268.43
2802;"User_2802";"Female";1972;"2021-12-22";"user2802@example.com";"13742580";"USA";"Sydney";"89143";"Web";"Bronze";"Electronics";"Low";"2024-12-05";10;6213.79
2803;"User_2803";"Female";2003;"2023-11-02";"user2803@example.com";"17279366";"USA";"Los Angeles";"44027";"Web";"Silver";"Books";"Low";"2024-07-31";15;11494.54
2804;"User_2804";"Female";2002;"2021-03-21";"user2804@example.com";"19728746";"Canada";"London";"44822";"Mobile App";"Bronze";"Sports";"Low";"2024-11-08";8;6396.85
2805;"User_2805";"Female";1993;"2022-01-13";"user2805@example.com";"17731269";"USA";"Sydney";"26917";"Web";"Platinum";"Books";"Low";"2024-12-03";10;5970.83
2806;"User_2806";"Female";1978;"2021-03-02";"user2806@example.com";"17061693";"USA";"Chicago";"27907";"Mobile App";"Platinum";"Books";"Medium";"2024-10-22";6;5740.51
2807;"User_2807";"Female";1982;"2021-05-18";"user2807@example.com";"16752415";"USA";"Toronto";"53146";"Web";"Bronze";"Sports";"Low";"2024-10-31";6;3902.21
2808;"User_2808";"Male";1971;"2021-12-21";"user2808@example.com";"14813083";"USA";"New York";"95377";"Mobile App";"Silver";"Electronics";"Low";"2024-12-02";8;8244.51
2809;"User_2809";"Male";1976;"2021-11-14";"user2809@example.com";"15114967";"USA";"London";"45357";"Mobile App";"Silver";"Electronics";"High";"2024-07-20";13;12091.75
2810;"User_2810";"Female";1990;"2021-08-04";"user2810@example.com";"14335785";"UK";"New York";"47187";"Mobile App";"Silver";"Clothing";"Low";"2024-10-14";11;7949.11
2811;"User_2811";"Male";1988;"2022-11-23";"user2811@example.com";"19777125";"USA";"Chicago";"82628";"Web";"Bronze";"Sports";"High";"2024-11-21";11;11989.57
2812;"User_2812";"Female";1994;"2022-01-05";"user2812@example.com";"17906968";"UK";"Sydney";"49512";"Web";"Bronze";"Sports";"Low";"2024-11-13";9;8419.54
2813;"User_2813";"Female";1991;"2021-11-21";"user2813@example.com";"17375934";"USA";"Chicago";"95656";"Web";"Bronze";"Home";"Medium";"2024-11-21";7;5952.42
2814;"User_2814";"Male";1980;"2022-01-27";"user2814@example.com";"13454472";"USA";"Los Angeles";"59224";"Mobile App";"Bronze";"Home";"Low";"2024-08-22";7;5285.2
2815;"User_2815";"Female";2002;"2022-01-23";"user2815@example.com";"17878163";"USA";"New York";"94807";"Web";"Gold";"Home";"Low";"2024-11-24";8;5336.94
2816;"User_2816";"Female";2001;"2023-12-17";"user2816@example.com";"17315843";"USA";"New York";"56468";"Social Media";"Bronze";"Electronics";"Medium";"2024-06-21";8;6463.41
2817;"User_2817";"Female";1990;"2020-01-24";"user2817@example.com";"18713509";"USA";"Chicago";"15357";"Mobile App";"Bronze";"Clothing";"Low";"2024-12-10";7;3055.69
2818;"User_2818";"Male";1989;"2023-05-24";"user2818@example.com";"14802850";"USA";"Sydney";"76881";"Web";"Silver";"Clothing";"Low";"2024-12-21";12;7875.66
2819;"User_2819";"Male";1977;"2020-02-24";"user2819@example.com";"15649926";"Australia";"New York";"19978";"Web";"Bronze";"Books";"Medium";"2024-10-23";10;11640.17
2820;"User_2820";"Male";1978;"2022-11-15";"user2820@example.com";"17054016";"Canada";"Toronto";"23616";"Web";"Bronze";"Clothing";"Low";"2024-10-11";8;5340.14
2821;"User_2821";"Female";1994;"2023-07-28";"user2821@example.com";"17837625";"Canada";"Chicago";"84759";"Mobile App";"Silver";"Home";"Low";"2024-12-27";10;12909.67
2822;"User_2822";"Male";1994;"2022-03-14";"user2822@example.com";"15365003";"USA";"Los Angeles";"19422";"Web";"Silver";"Sports";"Low";"2024-11-15";12;9673.4
2823;"User_2823";"Female";2002;"2020-11-22";"user2823@example.com";"15655623";"UK";"Los Angeles";"18602";"Web";"Bronze";"Books";"Medium";"2024-06-23";10;10130.47
2824;"User_2824";"Male";1971;"2022-08-27";"user2824@example.com";"13918186";"USA";"Los Angeles";"20497";"Web";"Bronze";"Electronics";"Low";"2024-11-21";10;7380.89
2825;"User_2825";"Male";1988;"2020-07-04";"user2825@example.com";"16898782";"UK";"New York";"60971";"Referral";"Bronze";"Clothing";"Low";"2024-11-18";12;10132.67
2826;"User_2826";"Female";1989;"2021-05-09";"user2826@example.com";"13949621";"USA";"Chicago";"99133";"Mobile App";"Silver";"Sports";"Low";"2024-09-15";12;8690.5
2827;"User_2827";"Female";1998;"2022-11-01";"user2827@example.com";"13366512";"USA";"Los Angeles";"57229";"Social Media";"Silver";"Home";"Low";"2024-08-09";6;6946.78
2828;"User_2828";"Male";1975;"2021-03-09";"user2828@example.com";"18723350";"Australia";"Chicago";"78628";"Web";"Bronze";"Electronics";"Low";"2024-10-17";15;9294.74
2829;"User_2829";"Male";1986;"2020-07-26";"user2829@example.com";"17003870";"USA";"New York";"64441";"Web";"Bronze";"Electronics";"Low";"2024-12-09";12;8861.49
2830;"User_2830";"Male";1994;"2020-05-12";"user2830@example.com";"16433910";"UK";"Toronto";"78127";"Web";"Silver";"Clothing";"High";"2024-08-11";8;6625.3
2831;"User_2831";"Female";1973;"2023-09-24";"user2831@example.com";"18173864";"USA";"Toronto";"66735";"Referral";"Gold";"Sports";"Low";"2024-09-01";9;10042.24
2832;"User_2832";"Female";1999;"2023-05-04";"user2832@example.com";"19332017";"USA";"Toronto";"84389";"Web";"Gold";"Home";"Low";"2024-05-26";6;6552.41
2833;"User_2833";"Male";1989;"2023-07-09";"user2833@example.com";"18949373";"UK";"New York";"68700";"Mobile App";"Bronze";"Home";"Medium";"2024-09-20";11;9845.13
2834;"User_2834";"Male";1972;"2023-07-29";"user2834@example.com";"18877759";"Canada";"Los Angeles";"29476";"Web";"Silver";"Home";"Low";"2024-11-20";9;6097.21
2835;"User_2835";"Male";1992;"2021-01-03";"user2835@example.com";"13423451";"Canada";"New York";"82597";"Mobile App";"Silver";"Home";"Low";"2024-12-05";10;8767.43
2836;"User_2836";"Female";1987;"2023-01-31";"user2836@example.com";"19049454";"USA";"Chicago";"91697";"Web";"Gold";"Clothing";"Low";"2024-12-09";7;4392.63
2837;"User_2837";"Female";1995;"2023-04-21";"user2837@example.com";"13691660";"USA";"Toronto";"77209";"Mobile App";"Gold";"Clothing";"Medium";"2024-11-10";5;3901.52
2838;"User_2838";"Male";1977;"2021-02-26";"user2838@example.com";"15918381";"USA";"Chicago";"73575";"Referral";"Bronze";"Sports";"Medium";"2024-12-06";13;8005.43
2839;"User_2839";"Female";1986;"2022-10-29";"user2839@example.com";"14463072";"USA";"New York";"70894";"Mobile App";"Bronze";"Books";"Low";"2024-10-02";11;9106.67
2840;"User_2840";"Male";2000;"2020-08-31";"user2840@example.com";"16223019";"UK";"London";"88890";"Mobile App";"Bronze";"Clothing";"High";"2024-08-09";7;7495.02
2841;"User_2841";"Male";2002;"2022-02-20";"user2841@example.com";"14087625";"USA";"London";"81538";"Mobile App";"Bronze";"Home";"High";"2024-12-01";12;5840.53
2842;"User_2842";"Female";1996;"2021-09-15";"user2842@example.com";"19815734";"USA";"New York";"17308";"Social Media";"Platinum";"Sports";"Low";"2024-12-11";9;8511.5
2843;"User_2843";"Female";1973;"2021-07-20";"user2843@example.com";"18573753";"UK";"Los Angeles";"43267";"Web";"Bronze";"Home";"Low";"2024-12-19";8;7285.55
2844;"User_2844";"Female";1991;"2023-11-17";"user2844@example.com";"16615685";"USA";"Sydney";"89126";"Web";"Bronze";"Clothing";"Low";"2024-08-18";10;7831.57
2845;"User_2845";"Female";1995;"2021-06-10";"user2845@example.com";"15012004";"UK";"Chicago";"89265";"Social Media";"Gold";"Sports";"Low";"2024-12-25";12;5892.55
2846;"User_2846";"Male";2001;"2020-02-06";"user2846@example.com";"15883025";"Australia";"New York";"39224";"Mobile App";"Bronze";"Home";"Medium";"2024-08-27";10;7915.42
2847;"User_2847";"Female";1993;"2020-06-26";"user2847@example.com";"13615221";"USA";"New York";"76423";"Referral";"Bronze";"Books";"Medium";"2024-06-24";6;3491.91
2848;"User_2848";"Male";2004;"2021-09-30";"user2848@example.com";"13484671";"USA";"London";"86768";"Mobile App";"Bronze";"Electronics";"Low";"2024-05-31";6;4532.35
2849;"User_2849";"Female";2001;"2022-05-01";"user2849@example.com";"14782604";"USA";"Toronto";"43696";"Mobile App";"Silver";"Electronics";"Low";"2024-12-08";6;4850.51
2850;"User_2850";"Male";1976;"2020-03-12";"user2850@example.com";"17929160";"Canada";"Toronto";"70312";"Web";"Bronze";"Home";"Medium";"2024-11-14";5;3086.91
2851;"User_2851";"Female";2002;"2020-12-17";"user2851@example.com";"18713349";"USA";"Sydney";"79939";"Mobile App";"Bronze";"Electronics";"Low";"2024-08-27";8;7509.4
2852;"User_2852";"Male";2000;"2021-09-14";"user2852@example.com";"14688120";"Canada";"Los Angeles";"24992";"Mobile App";"Bronze";"Books";"Low";"2024-12-21";14;15342.97
2853;"User_2853";"Male";1981;"2023-03-18";"user2853@example.com";"15685719";"USA";"Los Angeles";"17990";"Mobile App";"Silver";"Books";"Low";"2024-12-29";9;8847.42
2854;"User_2854";"Female";1980;"2020-04-14";"user2854@example.com";"13999081";"UK";"Sydney";"71909";"Web";"Bronze";"Home";"Medium";"2024-12-27";15;12074.05
2855;"User_2855";"Male";1993;"2020-08-08";"user2855@example.com";"15143677";"UK";"Los Angeles";"54215";"Referral";"Gold";"Books";"Low";"2024-05-07";9;9047.94
2856;"User_2856";"Female";1977;"2022-05-12";"user2856@example.com";"18479550";"Australia";"London";"68998";"Web";"Bronze";"Electronics";"Low";"2024-11-02";12;6594.36
2857;"User_2857";"Male";2001;"2023-10-29";"user2857@example.com";"15892924";"USA";"New York";"92544";"Web";"Bronze";"Home";"Low";"2024-12-20";15;13212.26
2858;"User_2858";"Male";1991;"2021-06-01";"user2858@example.com";"16596243";"USA";"Los Angeles";"14344";"Referral";"Silver";"Electronics";"Medium";"2024-12-20";14;8975.45
2859;"User_2859";"Male";2003;"2023-07-07";"user2859@example.com";"18517681";"USA";"London";"61523";"Mobile App";"Bronze";"Books";"Low";"2024-11-02";5;5329.66
2860;"User_2860";"Male";1988;"2020-10-25";"user2860@example.com";"19531421";"USA";"Chicago";"31083";"Mobile App";"Bronze";"Books";"Low";"2024-12-21";16;14304.68
2861;"User_2861";"Female";1989;"2022-05-10";"user2861@example.com";"16351056";"USA";"New York";"34634";"Referral";"Silver";"Sports";"Medium";"2024-11-23";8;3389.65
2862;"User_2862";"Male";1983;"2020-02-11";"user2862@example.com";"19614950";"Australia";"Sydney";"15116";"Web";"Bronze";"Clothing";"Low";"2024-10-03";11;6901.24
2863;"User_2863";"Female";2002;"2022-02-09";"user2863@example.com";"13754537";"UK";"Chicago";"69660";"Web";"Silver";"Clothing";"Medium";"2024-09-24";11;6732.6
2864;"User_2864";"Female";1979;"2022-06-15";"user2864@example.com";"15841721";"USA";"Toronto";"72781";"Mobile App";"Bronze";"Home";"Low";"2024-11-27";11;7605.4
2865;"User_2865";"Male";1985;"2021-05-06";"user2865@example.com";"16853817";"Canada";"Toronto";"51646";"Web";"Gold";"Electronics";"Low";"2024-12-20";7;3745.6
2866;"User_2866";"Female";1973;"2022-12-06";"user2866@example.com";"15588115";"USA";"New York";"99547";"Referral";"Platinum";"Clothing";"Low";"2024-10-01";11;9326.63
2867;"User_2867";"Female";1996;"2020-03-25";"user2867@example.com";"19711259";"USA";"Los Angeles";"14610";"Social Media";"Bronze";"Home";"Low";"2024-12-13";8;6794.9
2868;"User_2868";"Female";1997;"2022-12-17";"user2868@example.com";"16929791";"UK";"New York";"59684";"Web";"Silver";"Books";"Low";"2024-10-15";13;7713.87
2869;"User_2869";"Male";1985;"2022-09-17";"user2869@example.com";"16684255";"Australia";"Los Angeles";"70519";"Social Media";"Bronze";"Clothing";"Medium";"2024-12-29";7;5795.8
2870;"User_2870";"Male";2002;"2021-12-11";"user2870@example.com";"13155048";"USA";"Sydney";"71248";"Web";"Gold";"Electronics";"Medium";"2024-10-03";6;3593.55
2871;"User_2871";"Female";1988;"2020-07-27";"user2871@example.com";"18054157";"UK";"Toronto";"47265";"Mobile App";"Bronze";"Sports";"Low";"2024-12-25";10;5640.85
2872;"User_2872";"Female";1990;"2023-06-25";"user2872@example.com";"13091476";"UK";"New York";"13852";"Referral";"Silver";"Sports";"Low";"2024-06-03";10;5067.21
2873;"User_2873";"Female";1991;"2023-05-19";"user2873@example.com";"14633359";"USA";"New York";"29788";"Social Media";"Silver";"Clothing";"Medium";"2024-11-13";10;6704.22
2874;"User_2874";"Male";1978;"2020-02-08";"user2874@example.com";"15379024";"USA";"Sydney";"94575";"Web";"Bronze";"Sports";"Medium";"2024-11-01";9;6051.25
2875;"User_2875";"Female";1978;"2023-06-29";"user2875@example.com";"15377323";"Canada";"Los Angeles";"17724";"Web";"Bronze";"Home";"Medium";"2024-12-18";15;10420.15
2876;"User_2876";"Male";1978;"2022-07-14";"user2876@example.com";"18582498";"UK";"Toronto";"59725";"Web";"Bronze";"Electronics";"Low";"2024-12-23";13;11196.61
2877;"User_2877";"Female";1996;"2022-01-31";"user2877@example.com";"16389722";"USA";"Toronto";"60717";"Mobile App";"Gold";"Books";"Low";"2024-11-29";10;9096.74
2878;"User_2878";"Male";1986;"2023-12-07";"user2878@example.com";"19913209";"USA";"Los Angeles";"56026";"Mobile App";"Bronze";"Electronics";"High";"2024-04-18";5;1980.3
2879;"User_2879";"Female";1977;"2022-08-03";"user2879@example.com";"13606666";"Canada";"Sydney";"19997";"Web";"Silver";"Books";"Low";"2024-01-31";9;5108.6
2880;"User_2880";"Male";1985;"2020-02-21";"user2880@example.com";"17899196";"Canada";"Los Angeles";"59588";"Mobile App";"Bronze";"Sports";"Low";"2024-11-27";11;8284.01
2881;"User_2881";"Male";1987;"2021-01-08";"user2881@example.com";"13756372";"USA";"Sydney";"20695";"Social Media";"Bronze";"Home";"Low";"2024-10-28";11;8045.99
2882;"User_2882";"Female";2002;"2022-07-19";"user2882@example.com";"13061472";"USA";"Los Angeles";"53422";"Mobile App";"Silver";"Books";"Low";"2024-07-29";10;8288.03
2883;"User_2883";"Male";1970;"2020-06-04";"user2883@example.com";"14371837";"UK";"Toronto";"79125";"Web";"Gold";"Sports";"Medium";"2024-08-09";10;9250.81
2884;"User_2884";"Male";1981;"2023-01-18";"user2884@example.com";"19022186";"Canada";"Toronto";"73442";"Referral";"Silver";"Books";"High";"2024-12-25";10;6402.63
2885;"User_2885";"Male";1975;"2021-11-09";"user2885@example.com";"16172481";"UK";"New York";"11398";"Web";"Silver";"Clothing";"Medium";"2024-06-28";11;10440.58
2886;"User_2886";"Female";1974;"2020-12-16";"user2886@example.com";"15528699";"UK";"Sydney";"83227";"Social Media";"Silver";"Electronics";"Low";"2024-06-24";9;4862.23
2887;"User_2887";"Female";1985;"2020-03-09";"user2887@example.com";"19748332";"UK";"Toronto";"58500";"Web";"Silver";"Home";"High";"2024-04-24";4;2977.15
2888;"User_2888";"Male";1987;"2023-04-01";"user2888@example.com";"15311327";"Australia";"Sydney";"86479";"Mobile App";"Bronze";"Sports";"Medium";"2024-11-15";11;6977.23
2889;"User_2889";"Female";1987;"2023-06-19";"user2889@example.com";"15376239";"Australia";"Sydney";"89462";"Mobile App";"Gold";"Home";"Medium";"2024-12-30";9;5101.46
2890;"User_2890";"Female";1970;"2023-11-07";"user2890@example.com";"19183297";"Canada";"Chicago";"70273";"Mobile App";"Silver";"Electronics";"Medium";"2024-08-16";11;7842.4
2891;"User_2891";"Male";1988;"2022-12-11";"user2891@example.com";"16352307";"Canada";"Chicago";"55817";"Mobile App";"Silver";"Books";"Low";"2024-10-21";12;9496.57
2892;"User_2892";"Female";1977;"2021-10-15";"user2892@example.com";"14973779";"Canada";"Los Angeles";"71171";"Web";"Silver";"Books";"Low";"2024-08-30";10;8504.38
2893;"User_2893";"Female";1972;"2020-03-03";"user2893@example.com";"16948318";"Canada";"Sydney";"22113";"Mobile App";"Bronze";"Home";"Low";"2024-11-19";6;6712.94
2894;"User_2894";"Female";1994;"2021-05-23";"user2894@example.com";"15646335";"USA";"Los Angeles";"40134";"Mobile App";"Bronze";"Books";"Medium";"2024-12-19";10;3303.17
2895;"User_2895";"Male";1974;"2020-10-18";"user2895@example.com";"16149407";"USA";"Los Angeles";"13266";"Web";"Bronze";"Books";"Low";"2024-10-09";9;7807.11
2896;"User_2896";"Female";1988;"2023-01-19";"user2896@example.com";"16348526";"USA";"New York";"16408";"Referral";"Silver";"Books";"Low";"2024-12-16";12;12675.5
2897;"User_2897";"Female";1987;"2023-12-18";"user2897@example.com";"19253862";"USA";"Chicago";"24842";"Social Media";"Bronze";"Clothing";"Low";"2024-12-30";14;11367.97
2898;"User_2898";"Male";2000;"2022-03-31";"user2898@example.com";"19091917";"USA";"Chicago";"21136";"Social Media";"Bronze";"Sports";"Low";"2024-11-17";14;7410.96
2899;"User_2899";"Male";2002;"2023-10-20";"user2899@example.com";"14569353";"UK";"Toronto";"13497";"Mobile App";"Gold";"Sports";"Medium";"2024-12-06";7;4595.58
2900;"User_2900";"Male";1987;"2020-05-29";"user2900@example.com";"13418347";"USA";"Chicago";"71415";"Web";"Silver";"Electronics";"Low";"2024-12-28";10;9109.12
2901;"User_2901";"Male";1985;"2023-07-18";"user2901@example.com";"16026449";"USA";"Toronto";"31340";"Mobile App";"Bronze";"Books";"Low";"2024-07-03";9;5428.83
2902;"User_2902";"Female";1985;"2022-05-30";"user2902@example.com";"18623811";"USA";"Sydney";"44742";"Social Media";"Silver";"Home";"Medium";"2024-06-27";11;7986.33
2903;"User_2903";"Male";1976;"2023-02-13";"user2903@example.com";"17284421";"USA";"New York";"84781";"Web";"Bronze";"Books";"High";"2024-12-26";10;6346.65
2904;"User_2904";"Male";1983;"2021-12-04";"user2904@example.com";"14193721";"UK";"Los Angeles";"99662";"Mobile App";"Silver";"Electronics";"Low";"2024-12-04";13;8038.72
2905;"User_2905";"Female";1994;"2021-05-30";"user2905@example.com";"19609314";"USA";"Los Angeles";"78070";"Web";"Silver";"Books";"Low";"2024-12-15";12;9049.89
2906;"User_2906";"Male";2001;"2023-06-18";"user2906@example.com";"19524253";"USA";"Sydney";"66725";"Web";"Bronze";"Clothing";"Medium";"2024-12-10";9;7010.74
2907;"User_2907";"Female";1991;"2020-01-30";"user2907@example.com";"15565025";"UK";"Toronto";"57018";"Web";"Bronze";"Electronics";"High";"2024-10-28";9;5365.91
2908;"User_2908";"Male";1985;"2023-03-12";"user2908@example.com";"18974654";"USA";"London";"45985";"Referral";"Bronze";"Sports";"Low";"2024-08-21";8;5891.15
2909;"User_2909";"Male";1998;"2020-11-21";"user2909@example.com";"15688660";"UK";"Sydney";"94255";"Mobile App";"Bronze";"Sports";"Low";"2024-10-27";10;9285.91
2910;"User_2910";"Male";1985;"2022-08-06";"user2910@example.com";"14796268";"USA";"Toronto";"63828";"Web";"Bronze";"Clothing";"Low";"2024-03-24";7;6263.44
2911;"User_2911";"Male";1981;"2020-01-16";"user2911@example.com";"18178176";"USA";"Sydney";"70341";"Mobile App";"Platinum";"Sports";"Low";"2024-08-23";7;5220.12
2912;"User_2912";"Male";1986;"2020-04-20";"user2912@example.com";"14778562";"USA";"New York";"65547";"Web";"Bronze";"Clothing";"Medium";"2024-11-02";2;1325.2
2913;"User_2913";"Female";1996;"2022-05-21";"user2913@example.com";"19279799";"USA";"Sydney";"99249";"Mobile App";"Gold";"Sports";"Low";"2024-10-12";10;4662.13
2914;"User_2914";"Female";1994;"2021-12-13";"user2914@example.com";"16304927";"USA";"Sydney";"55982";"Social Media";"Silver";"Sports";"Low";"2024-10-06";12;13262.9
2915;"User_2915";"Male";1982;"2020-04-16";"user2915@example.com";"13556326";"USA";"Chicago";"94077";"Mobile App";"Silver";"Books";"Low";"2024-10-31";11;10648.05
2916;"User_2916";"Female";1977;"2021-01-13";"user2916@example.com";"14049738";"UK";"Toronto";"89712";"Mobile App";"Bronze";"Electronics";"Low";"2024-04-29";6;3515.3
2917;"User_2917";"Female";1974;"2020-06-10";"user2917@example.com";"16541488";"Canada";"New York";"29075";"Mobile App";"Bronze";"Sports";"Medium";"2024-12-15";11;8415.13
2918;"User_2918";"Female";1981;"2020-10-09";"user2918@example.com";"18926622";"USA";"Los Angeles";"29726";"Mobile App";"Silver";"Electronics";"Low";"2024-10-31";9;7115.87
2919;"User_2919";"Male";1972;"2020-09-25";"user2919@example.com";"13494774";"USA";"London";"11555";"Mobile App";"Gold";"Electronics";"Low";"2024-12-30";7;6759.42
2920;"User_2920";"Male";2004;"2021-04-28";"user2920@example.com";"16024452";"UK";"London";"26659";"Social Media";"Bronze";"Sports";"Low";"2023-12-26";8;6040.82
2921;"User_2921";"Male";2002;"2021-10-28";"user2921@example.com";"19499839";"USA";"Toronto";"40966";"Mobile App";"Silver";"Electronics";"High";"2024-11-08";8;4351.55
2922;"User_2922";"Female";1991;"2023-01-01";"user2922@example.com";"16619572";"USA";"Sydney";"35923";"Referral";"Bronze";"Clothing";"Low";"2024-09-01";9;7961.62
2923;"User_2923";"Female";1978;"2023-05-05";"user2923@example.com";"19658117";"USA";"Chicago";"78625";"Social Media";"Bronze";"Home";"Low";"2024-06-20";4;3411.96
2924;"User_2924";"Male";1987;"2023-06-20";"user2924@example.com";"15425887";"Canada";"Sydney";"90279";"Social Media";"Silver";"Clothing";"Low";"2024-11-01";7;7794.2
2925;"User_2925";"Male";1998;"2021-08-20";"user2925@example.com";"13834447";"USA";"Toronto";"83114";"Social Media";"Silver";"Sports";"Low";"2024-10-16";10;6228.64
2926;"User_2926";"Female";1996;"2022-03-09";"user2926@example.com";"15218618";"UK";"London";"37967";"Web";"Bronze";"Clothing";"Low";"2024-09-15";8;7563.3
2927;"User_2927";"Female";1986;"2023-07-06";"user2927@example.com";"17157588";"USA";"London";"33185";"Mobile App";"Bronze";"Home";"Low";"2024-11-17";7;7862.85
2928;"User_2928";"Female";2003;"2022-03-08";"user2928@example.com";"19173570";"USA";"Sydney";"50492";"Mobile App";"Bronze";"Clothing";"Medium";"2024-12-28";14;6550.89
2929;"User_2929";"Female";1972;"2023-03-18";"user2929@example.com";"14653755";"USA";"Sydney";"53027";"Mobile App";"Platinum";"Electronics";"Low";"2024-10-16";7;7279.2
2930;"User_2930";"Male";1974;"2021-01-24";"user2930@example.com";"19584309";"USA";"Sydney";"44594";"Social Media";"Bronze";"Sports";"Medium";"2024-11-30";11;9564.15
2931;"User_2931";"Female";1983;"2021-02-19";"user2931@example.com";"13128424";"USA";"Los Angeles";"97429";"Web";"Bronze";"Electronics";"Low";"2024-12-03";8;4897.58
2932;"User_2932";"Female";1972;"2021-03-01";"user2932@example.com";"18137508";"UK";"Chicago";"27754";"Web";"Bronze";"Electronics";"Low";"2024-12-14";10;9782.48
2933;"User_2933";"Male";1992;"2022-09-23";"user2933@example.com";"15248139";"USA";"Chicago";"54507";"Social Media";"Bronze";"Sports";"Low";"2024-12-10";9;5913.69
2934;"User_2934";"Female";1999;"2023-05-25";"user2934@example.com";"14939136";"UK";"London";"80858";"Web";"Silver";"Sports";"Medium";"2024-12-10";11;9982.56
2935;"User_2935";"Female";1992;"2022-05-16";"user2935@example.com";"19244350";"USA";"London";"31512";"Web";"Bronze";"Books";"Low";"2024-11-27";9;8073.42
2936;"User_2936";"Male";1996;"2020-03-26";"user2936@example.com";"16795212";"USA";"Toronto";"15811";"Web";"Silver";"Home";"Medium";"2024-10-25";7;5505.7
2937;"User_2937";"Female";1979;"2023-05-24";"user2937@example.com";"17501409";"USA";"Toronto";"44459";"Social Media";"Bronze";"Electronics";"Low";"2024-12-26";13;10332.73
2938;"User_2938";"Female";1994;"2021-02-26";"user2938@example.com";"16665067";"USA";"Los Angeles";"49442";"Mobile App";"Silver";"Electronics";"High";"2024-06-13";7;6239.85
2939;"User_2939";"Female";1982;"2023-09-05";"user2939@example.com";"14123051";"Canada";"London";"36726";"Referral";"Bronze";"Sports";"Low";"2024-10-27";9;7009.5
2940;"User_2940";"Male";1985;"2020-04-27";"user2940@example.com";"19299214";"UK";"Toronto";"74757";"Web";"Gold";"Sports";"High";"2024-12-15";8;5188.05
2941;"User_2941";"Male";2003;"2022-08-16";"user2941@example.com";"19018934";"Canada";"Los Angeles";"86372";"Social Media";"Bronze";"Clothing";"Medium";"2024-12-11";9;7152.94
2942;"User_2942";"Female";1991;"2022-05-31";"user2942@example.com";"13916274";"USA";"Chicago";"19862";"Web";"Silver";"Electronics";"Low";"2024-04-01";6;3198.78
2943;"User_2943";"Male";1986;"2022-09-18";"user2943@example.com";"19263662";"USA";"London";"93547";"Web";"Silver";"Electronics";"Low";"2024-11-30";9;7389.4
2944;"User_2944";"Female";1992;"2021-02-18";"user2944@example.com";"17825036";"UK";"New York";"45107";"Mobile App";"Silver";"Sports";"Low";"2024-11-20";11;9346.77
2945;"User_2945";"Female";1978;"2021-08-21";"user2945@example.com";"18916526";"UK";"London";"98080";"Web";"Bronze";"Electronics";"Low";"2024-12-02";17;16236.5
2946;"User_2946";"Male";1971;"2020-02-09";"user2946@example.com";"14026368";"USA";"Toronto";"24425";"Web";"Platinum";"Home";"Medium";"2024-08-14";11;5301.2
2947;"User_2947";"Female";2001;"2023-03-30";"user2947@example.com";"13497103";"USA";"London";"44139";"Web";"Bronze";"Books";"Low";"2024-07-28";9;6697.65
2948;"User_2948";"Female";1991;"2021-12-03";"user2948@example.com";"14516670";"Canada";"New York";"43444";"Web";"Gold";"Sports";"Low";"2024-11-03";9;6639.71
2949;"User_2949";"Male";1982;"2021-06-20";"user2949@example.com";"18367878";"Canada";"London";"80608";"Social Media";"Bronze";"Sports";"Low";"2024-11-03";13;11394.93
2950;"User_2950";"Female";1977;"2021-02-23";"user2950@example.com";"15295760";"USA";"Toronto";"10252";"Web";"Bronze";"Electronics";"Low";"2024-09-13";5;2013.33
2951;"User_2951";"Female";1970;"2021-10-25";"user2951@example.com";"15873500";"USA";"Chicago";"20208";"Referral";"Bronze";"Books";"Low";"2024-12-13";10;8993.19
2952;"User_2952";"Female";1986;"2020-04-04";"user2952@example.com";"19197034";"UK";"Toronto";"94151";"Social Media";"Bronze";"Books";"Low";"2024-11-23";10;8196.32
