customer_id,customer_name,gender,birth_year,registration_date,email,phone,country,city,zip_code,registration_channel,loyalty_tier,preferred_category,avg_order_value_segment,last_login_date,total_orders,total_spent,last_order_date
1966,User_1966,female,1995.0,2022-12-21,user1966@example.com,13868249,UK,Sydney,00000,mobile,Bronze,Electronics,,2024-10-21,11.0,7871.41,2024-10-21
1967,user 1967,,1981.0,2023-02-12,user1967@example.com,19425091,US,London,00000,,Platinum,Books,Low,2024-06-04,8.0,6138.509999999999,2024-06-04
1968,User_1968,F,1985.0,2021-01-21,user1968@example.com,17711892,USA,Los Angeles,35825,Mobile App,VIP,,Medium,2024-05-13,7.0,2578.2200000000003,2024-05-13
1969,用户1969,female,2002.0,2021-12-11,user1969@example.com,17071897,美国,SYD,33572,Mobile App,VIP,Home,high,2024-10-29,12.0,13124.53,2024-10-29
1970,USER-1970,F,1988.0,2020-07-21,user1970@example.com,19006013,US,SYD,00000,Social Media,Silver,,high,2024-08-22,5.0,2814.51,2024-08-22
1971,User_1971,未知,2001.0,2020-06-15,user1971@example.com,17475180,United States,纽约,,,Bronze,Electronics,high,2024-12-29,6.0,3831.8500000000004,2024-12-29
1972,USER-1972,Female,1989.0,2021-04-17,user1972@example.com,13716640,CANADA,纽约,92912,Social Media,,Clothing,,2024-12-21,7.0,3284.4,2024-12-21
1973,USER-1973,未知,1971.0,2022-11-09,user1973@example.com,15742773,AU,New York,,mobile,bronze,Home,,2024-11-22,11.0,7610.5199999999995,2024-11-22
1974,user 1974,Male,1998.0,2022-06-10,user1974@example.com,16253576,US,LON,,mobile,Platinum,Home,high,2024-05-14,4.0,2371.88,2024-05-14
1975,user 1975,Female,1999.0,2023-03-23,user1975@example.com,13836969,AU,LON,00000,Referral,VIP,Electronics,low,2024-11-15,14.0,10746.54,2024-11-15
1976,user 1976,Male,1977.0,2022-09-19,user1976@example.com,17201632,,New York City,00000,mobile,Gold,,,2024-10-14,13.0,11711.29,2024-10-14
1977,User_1977,female,1973.0,2023-02-07,user1977@example.com,19396591,UK,纽约,00000,mobile,Platinum,Books,High,2024-12-13,11.0,7696.09,2024-12-13
1978,user 1978,M,2001.0,2021-08-05,user1978@example.com,,,Sydney,N/A,Mobile App,Bronze,Clothing,high,2024-12-30,15.0,9964.975,2024-12-30
1979,USER-1979,M,2030.0,2023-07-15,user1979@example.com,13309572,US,NY,,mobile,Silver,Home,low,2024-12-12,15.0,11747.08,2024-12-12
1980,user 1980,M,1993.0,2020-06-14,user1980@example.com,,AU,Sydney,45157,Mobile App,VIP,Electronics,High,2024-12-18,14.0,11602.920000000002,2024-12-18
1981,User_1981,Female,2003.0,2022-10-30,user1981@example.com,13181544,Australia,New York City,,,Silver,,,2024-08-20,14.0,9041.45,2024-08-20
1982,user 1982,M,1973.0,2021-04-19,user1982@example.com,,USA,New York City,00000,Referral,,,low,2024-08-15,9.0,7858.82,2024-08-15
1983,user 1983,male,1985.0,2021-05-10,user1983@example.com,13581096,美国,Sydney,,Web,bronze,Electronics,,2024-09-21,11.0,10790.75,2024-09-21
1984,  user 1984  ,Male,1990.0,2021-04-01,user1984@example.com,15777152,,New York City,N/A,mobile,Gold,Home,Low,2024-11-29,12.0,6512.85,2024-11-29
1985,USER-1985,未知,1986.0,2023-02-20,user1985@example.com,13079399,Australia,Sydney,00000,Mobile App,bronze,Clothing,low,2024-11-01,10.0,11283.18,2024-11-01
1986,用户1986,M,1970.0,2021-05-31,user1986@example.com,15039118,CANADA,Los Angeles,00000,Social Media,Platinum,,medium,2024-12-23,7.0,7329.7300000000005,2024-12-23
1987,USER-1987,F,1987.0,2023-03-05,user1987@example.com,19882461,美国,LA,10386,web,silver,Clothing,,2024-12-07,10.0,8902.83,2024-12-07
1988,用户1988,F,1994.0,2023-09-23,user1988@example.com,18055775,USA,纽约,,,,Home,High,2024-12-25,7.0,4298.08,2024-12-25
1989,用户1989,F,2002.0,2023-06-08,user1989@example.com,19221952,US,Sydney,00000,Web,Bronze,Sports,,2024-08-03,16.0,11186.29,2024-08-03
1990,USER-1990,female,1985.0,2023-12-19,user1990@example.com,17948205,AU,London,,web,,Books,low,2024-10-27,8.0,7584.99,2024-10-27
1991,User_1991,,1800.0,2023-10-23,user1991@example.com,17362854,UK,SYD,12597,Web,bronze,Sports,low,2024-08-30,4.0,2171.6,2024-08-30
1992,  用户1992  ,M,1991.0,2020-12-10,user1992@example.com,18401656,US,LA,,Referral,silver,Books,low,2024-11-09,8.0,4844.22,2024-11-09
1993,User_1993,未知,1977.0,2021-11-26,user1993@example.com,,UK,LON,N/A,Social Media,Gold,Clothing,High,2024-11-26,8.0,8163.5199999999995,2024-11-26
1994,USER-1994,未知,1981.0,2020-02-02,user1994@example.com,14688938,USA,Los Angeles,N/A,,Bronze,,High,2024-12-09,14.0,11994.43,2024-12-09
1995,USER-1995,female,1991.0,2021-01-27,user1995@example.com,18616559,USA,New York City,N/A,Mobile App,,Electronics,low,2024-07-30,10.0,10739.53,2024-07-30
1996,User_1996,,1987.0,2023-04-11,user1996@example.com,13287182,United States,LA,60192,,Platinum,Sports,High,2024-12-25,10.0,7952.05,2024-12-25
1997,USER-1997,未知,2003.0,2023-05-05,user1997@example.com,18573114,Australia,NY,,,Platinum,Sports,high,2024-10-06,9.0,4028.67,2024-10-06
1998,user 1998,Male,1992.0,2021-07-06,user1998@example.com,18653520,CANADA,Sydney,N/A,Mobile App,Bronze,,,2024-11-07,10.0,7024.27,2024-11-07
1999,User_1999,未知,1991.0,2023-05-09,user1999@example.com,19117704,AU,纽约,77507,,bronze,,medium,2024-11-12,9.0,6630.0,2024-11-12
2000,用户2000,,1971.0,2023-04-16,user2000@example.com,17799055,GB,New York,00000,Referral,silver,Books,Medium,2024-12-16,8.0,7701.19,2024-12-16
2001,USER-2001,M,1982.0,2020-09-16,user2001@example.com,19472728,UK,Sydney,,mobile,Platinum,Clothing,Low,2024-10-22,13.0,6830.29,2024-10-22
2002,User_2002,,1982.0,2020-09-10,user2002@example.com,13947184,GB,New York,,Mobile App,Silver,Books,High,2024-07-10,8.0,5072.379999999999,2024-07-10
2003,用户2003,未知,1992.0,2023-01-09,user2003@example.com,18107212,美国,London,,web,silver,,Low,2024-04-05,4.0,809.51,2024-04-05
2004,USER-2004,,1978.0,2023-05-16,user2004@example.com,15617034,GB,LA,N/A,mobile,bronze,,Medium,2024-11-06,14.0,12986.549194833748,2024-11-06
2005,用户2005,F,1984.0,2023-08-04,user2005@example.com,16324148,GB,Los Angeles,76540,,Platinum,Books,low,2024-10-11,9.0,8336.210000000001,2024-10-11
2006,用户2006,male,1977.0,2022-06-06,user2006@example.com,17261209,UK,LON,N/A,Web,bronze,Sports,low,2024-10-25,12.0,6681.22,2024-10-25
2007,user 2007,female,1995.0,2023-10-08,user2007@example.com,18219606,USA,SYD,78684,,Bronze,,high,2024-11-17,5.0,3292.41,2024-11-17
2008,user 2008,F,1970.0,2021-08-01,,17874202,美国,Los Angeles,N/A,Social Media,Platinum,Sports,,2024-12-23,13.0,9850.76,2024-12-23
2009,user 2009,male,2004.0,2020-07-13,user2009@example.com,13148399,UK,London,35117,mobile,Bronze,Electronics,High,2024-09-12,8.0,4862.5,2024-09-12
2010,USER-2010,Male,1987.0,2021-05-11,user2010@example.com,16305522,AU,LA,,Web,Silver,Sports,high,2024-11-08,12.0,9088.779999999999,2024-11-08
2011,User_2011,F,1998.0,2022-06-07,user2011@example.com,16296851,Australia,NY,N/A,web,Platinum,,low,2024-12-04,13.0,12392.84,2024-12-04
2012,用户2012,M,1988.0,2020-05-22,user2012@example.com,15587435,US,Sydney,,web,VIP,,Low,2024-09-14,5.0,2858.688129468982,2024-09-14
2013,user 2013,未知,1995.0,2020-03-24,user2013@example.com,14635576,AU,New York,N/A,mobile,Gold,Home,low,2024-07-31,10.0,7477.13,2024-07-31
2014,user 2014,Female,1974.0,2022-02-20,user2014@example.com,17848770,美国,纽约,24439,mobile,Gold,Sports,high,2024-11-26,6.0,2565.31,2024-11-26
2015,用户2015,,1900.0,2020-12-04,user2015@example.com,17517131,United States,New York City,63934,Social Media,Bronze,Home,Low,2024-12-07,11.0,8769.6,2024-12-07
2016,user 2016,,1973.0,2022-12-12,user2016@example.com,17774080,美国,Sydney,43270,Social Media,VIP,,high,2024-09-14,4.0,4557.72,2024-09-14
42,USER-2017,male,1979.0,2022-12-29,user2017@example.com,19232050,,NY,33769,mobile,Gold,,Medium,2024-12-12,-1.0,-1000.0,2024-12-12
2018,用户2018,Female,1971.0,2023-08-22,user2018@example.com,16644772,UK,Los Angeles,,Referral,bronze,Electronics,Medium,2024-06-16,9.0,7259.88,2024-06-16
2019,USER-2019,female,1988.0,2022-11-11,user2019@example.com,15564367,Australia,LA,00000,Social Media,,Home,medium,2024-10-25,15.0,13864.99,2024-10-25
2020,User_2020,F,1998.0,2022-12-07,user2020@example.com,17492573,GB,Sydney,N/A,Social Media,Bronze,Sports,medium,2024-11-13,13.0,11768.77,2024-11-13
2021,用户2021,male,1980.0,2023-04-26,user2021@example.com,14827250,CANADA,LA,90981,Referral,VIP,Home,,2024-12-22,12.0,7954.46,2024-12-22
2022,User_2022,female,1973.0,2022-06-16,user2022@example.com,17552160,Australia,New York,94303,Mobile App,Silver,Home,,2024-11-10,14.0,380701.22,2024-11-10
2023,user 2023,male,2000.0,2022-12-31,user2023@example.com,17685635,US,SYD,N/A,web,VIP,,,2024-10-25,17.0,10963.73,2024-10-25
2024,USER-2024,Female,1995.0,2022-03-10,user2024@example.com,15229370,United States,LON,00000,Social Media,Silver,Electronics,High,2024-08-14,6.0,4670.12,2024-08-14
2025,User_2025,F,1971.0,2022-03-20,user2025@example.com,17912212,US,LA,00000,Web,Platinum,Electronics,,2025-12-31,11.0,5196.33,2025-12-31
2026,用户2026,Female,1981.0,2021-10-10,user2026@example.com,,CANADA,SYD,N/A,mobile,silver,Home,low,2024-12-27,9.0,8281.550000000001,2024-12-27
2027,USER-2027,M,1997.0,2020-06-22,user2027@example.com,17162340,US,Sydney,00000,web,Silver,Clothing,low,2024-09-30,7.0,7127.51,2024-09-30
2028,User_2028,Male,1994.0,2022-12-29,user2028@example.com,17446137,AU,NY,43359,Referral,Silver,,high,2024-11-12,12.0,9736.67,2024-11-12
2029,user 2029,Male,1984.0,2022-03-21,user2029@example.com,19872292,United States,Los Angeles,00000,,Silver,Books,medium,2024-10-17,7.0,5905.8,2024-10-17
2030,用户2030,Female,1976.0,2020-10-14,user2030@example.com,18289625,CANADA,London,00000,mobile,,Sports,medium,2024-12-28,15.0,8342.22,2024-12-28
2031,User_2031,M,1982.0,2022-04-09,user2031@example.com,16025182,USA,New York,N/A,web,Platinum,Clothing,high,2024-11-04,9.0,6969.5599999999995,2024-11-04
2032,user 2032,,1998.0,2022-03-07,user2032@example.com,13211832,Australia,LON,35135,mobile,Platinum,Clothing,Medium,2024-08-30,11.0,3875.05,2024-08-30
2033,user 2033,M,1974.0,2021-04-11,,19744574,,纽约,,Web,Gold,Sports,High,2024-11-21,10.0,4492.54,2024-11-21
2034,User_2034,F,1976.0,2023-03-10,user2034@example.com,19741684,United States,Sydney,,Web,,Electronics,High,2024-11-05,10.0,3914.33,2024-11-05
2035,USER-2035,Male,1994.0,2022-11-29,user2035@example.com,19831430,,LON,N/A,Referral,,,medium,2024-08-17,6.0,5635.51,2024-08-17
2036,USER-2036,Female,1992.0,2023-05-19,user2036@example.com,,UK,London,N/A,Mobile App,Bronze,Electronics,low,2024-03-21,5.0,6166.15,2024-03-21
2037,用户2037,,1991.0,2023-11-05,user2037@example.com,16961768,UK,LA,,mobile,Platinum,Electronics,Medium,2024-07-20,16.0,12608.61,2024-07-20
2038,User_2038,male,1973.0,2023-08-24,user2038@example.com,15332538,US,NY,00000,web,,Electronics,High,2024-06-22,5.0,2576.77,2024-06-22
2039,User_2039,Female,2004.0,2023-10-19,user2039@example.com,13696558,美国,Sydney,75277,Mobile App,silver,Electronics,,2024-10-12,9.0,4886.66,2024-10-12
2040,user 2040,F,2002.0,2020-01-24,user2040@example.com,14435094,AU,Los Angeles,N/A,Web,Silver,Home,low,2024-12-16,11.0,5780.53,2024-12-16
2041,user 2041,,1982.0,2020-11-20,user2041@example.com,14749011,AU,LA,97710,mobile,,Books,Medium,2024-11-07,13.0,8599.82,2024-11-07
2042,USER-2042,未知,1997.0,2020-01-18,user2042@example.com,16471797,Australia,Sydney,,,,Home,low,2024-09-28,11.0,7382.77,2024-09-28
2043,user 2043,male,2004.0,2023-11-26,user2043@example.com,16765080,Australia,New York City,96240,,Silver,Sports,Medium,2024-10-14,13.0,11932.369999999999,2024-10-14
2044,USER-2044,F,1994.0,2022-12-18,user2044@example.com,18672892,UK,LON,,mobile,VIP,Sports,Low,2024-08-09,10.0,6139.91,2024-08-09
2045,USER-2045,,1971.0,2021-06-13,user2045@example.com,16523015,AU,LA,,Social Media,Gold,Electronics,Medium,2024-11-18,7.0,4503.67,2024-11-18
2046,USER-2046,F,2003.0,2023-06-22,user2046@example.com,19781565,AU,New York City,,Social Media,VIP,Home,Low,2025-12-31,10.0,4790.544486147033,2025-12-31
2047,user 2047,未知,1999.0,2020-03-16,user2047@example.com,,UK,LON,N/A,,Silver,,high,2024-08-13,5.0,579.22,2024-08-13
2048,用户2048,female,1980.0,2023-02-18,user2048@example.com,16164883,CANADA,LA,85587,,silver,,low,2024-03-21,5.0,4129.5,2024-03-21
2049,User_2049,未知,1994.0,2023-02-11,user2049@example.com,17317739,USA,SYD,00000,Social Media,Gold,Electronics,,2024-12-11,14.0,35754.21,2024-12-11
2050,user 2050,F,1973.0,2022-10-09,user2050@example.com,18012189,United States,Los Angeles,00000,Mobile App,bronze,Sports,,2024-12-07,6.0,4561.19,2024-12-07
2051,User_2051,未知,1970.0,2021-01-16,user2051@example.com,13856520,AU,Sydney,N/A,Referral,Bronze,Electronics,,2024-12-21,13.0,10579.17,2024-12-21
2052,User_2052,female,1850.0,2023-06-27,user2052@example.com,19168485,US,LA,00000,Referral,Platinum,Home,,2024-12-21,12.0,10919.03,2024-12-21
2053,USER-2053,F,2004.0,2021-12-17,user2053@example.com,18545023,UK,New York,N/A,Mobile App,Gold,Books,Low,2024-08-16,8.0,5583.1900000000005,2024-08-16
2054,user 2054,未知,1985.0,2023-04-07,user2054@example.com,19571390,GB,New York City,41017,mobile,silver,,Medium,2024-10-23,10.0,5032.93,2024-10-23
2055,user 2055,Female,1976.0,2023-08-12,user2055@example.com,15704131,Australia,LA,,Referral,Gold,Sports,High,2024-12-06,7.0,3379.29,2024-12-06
2056,user 2056,F,1971.0,2022-04-24,user2056@example.com,15332391,Australia,纽约,52215,mobile,VIP,Books,High,2024-10-27,9.0,8136.7300000000005,2024-10-27
2057,user 2057,male,2000.0,2023-11-05,user2057@example.com,18911745,AU,LA,,Referral,bronze,Home,high,2023-10-13,5.0,8855.48,2023-10-13
2058,User_2058,,1975.0,2020-05-25,user2058@example.com,16638025,AU,SYD,35411,web,Silver,Books,low,2024-12-25,13.0,7311.36,2024-12-25
2059,USER-2059,M,1978.0,2020-05-14,user2059@example.com,,AU,New York City,N/A,Mobile App,Silver,Books,High,2024-06-13,2.0,942.62,2024-06-13
2060,用户2060,F,1977.0,2020-02-10,user2060@example.com,13633538,,LON,,Referral,silver,Books,,2024-08-16,10.0,6027.42,2024-08-16
2061,USER-2061,M,1972.0,2023-10-25,user2061@example.com,14098388,美国,Los Angeles,00000,,,Sports,low,2024-09-14,14.0,8626.5,2024-09-14
2062,User_2062,male,1991.0,2020-06-14,user2062@example.com,13033949,AU,Los Angeles,79002,Referral,,,Medium,2024-11-08,-1.0,-1000.0,2024-11-08
2063,User_2063,,1995.0,2021-04-27,user2063@example.com,13162115,USA,NY,78126,Social Media,bronze,Books,low,2024-11-18,10.0,415864.63,2024-11-18
2064,USER-2064,Female,1982.0,2021-02-03,user2064@example.com,18013978,Australia,LON,00000,Mobile App,silver,Home,low,2024-12-01,7.0,2986.95,2024-12-01
2065,用户2065,M,1987.0,2022-04-09,user2065@example.com,14005975,,NY,,web,silver,,High,2024-12-29,10.0,10910.47,2024-12-29
2066,USER-2066,male,1996.0,2023-04-11,user2066@example.com,14629051,CANADA,Sydney,65797,,silver,Books,high,2024-12-12,13.0,5729.9,2024-12-12
2067,user 2067,未知,2004.0,2021-01-15,user2067@example.com,15834430,Australia,Los Angeles,70261,,Platinum,Books,Medium,2024-08-01,5.0,1273.63,2024-08-01
2068,USER-2068,M,1978.0,2023-04-01,user2068@example.com,18324891,USA,LON,84034,Social Media,,Sports,low,2024-11-22,8.0,7380.110000000001,2024-11-22
2069,user 2069,,1988.0,2020-11-28,user2069@example.com,13544030,,NY,N/A,mobile,silver,Sports,High,2025-12-31,11.0,3436.62,2025-12-31
2070,用户2070,F,1970.0,2020-01-01,user2070@example.com,15422884,USA,NY,,Web,Platinum,Sports,,2024-07-30,7.0,2867.4,2024-07-30
2071,User_2071,Male,1994.0,2021-05-17,user2071@example.com,,US,LON,98667,Referral,VIP,Sports,,2024-11-12,10.0,2347.66,2024-11-12
2072,USER-2072,male,1985.0,2022-11-27,user2072@example.com,15348863,CANADA,NY,,mobile,Gold,Electronics,high,2024-12-29,3.0,3273.91,2024-12-29
2073,user 2073,未知,1972.0,2020-01-01,user2073@example.com,18261646,CANADA,纽约,,Referral,Platinum,Home,high,2024-10-28,4.0,3195.8500000000004,2024-10-28
2074,user 2074,Male,2001.0,2021-03-04,user2074@example.com,17121537,Australia,Sydney,00000,Social Media,Silver,Clothing,Medium,2024-08-06,8.0,9466.35,2024-08-06
2075,User_2075,Female,2002.0,2021-02-19,user2075@example.com,16952374,AU,LON,N/A,Mobile App,VIP,,High,2024-09-04,12.0,8588.710000000001,2024-09-04
2076,用户2076,female,1989.0,2020-02-05,user2076@example.com,13501080,GB,NY,N/A,web,Bronze,Clothing,high,2024-10-31,11.0,11531.56,2024-10-31
2077,user 2077,,1970.0,2021-09-14,user2077@example.com,19661756,CANADA,London,N/A,web,Gold,Books,,2024-11-13,10.0,7495.88,2024-11-13
2078,USER-2078,未知,2002.0,2020-12-21,,17676261,US,New York City,,Referral,Silver,Electronics,,2024-07-28,6.0,6470.7,2024-07-28
2079,user 2079,Female,1984.0,2021-06-14,user2079@example.com,19729630,CANADA,New York City,,Web,Silver,Sports,low,2024-10-28,12.0,13053.52,2024-10-28
2080,USER-2080,F,1985.0,2020-08-27,user2080@example.com,15793198,UK,LA,,Social Media,bronze,Books,High,2024-12-27,15.0,13445.13,2024-12-27
2081,User_2081,M,1986.0,2021-11-15,user2081@example.com,17962463,Australia,NY,N/A,Web,Platinum,Books,low,2024-05-01,9.0,5893.62,2024-05-01
2082,User_2082,female,1979.0,2021-11-06,user2082@example.com,16102426,AU,纽约,,,,Sports,High,2024-09-08,11.0,7598.26,2024-09-08
2083,user 2083,Female,1976.0,2021-01-01,user2083@example.com,19658630,United States,New York,26375,Social Media,Platinum,Clothing,Medium,2024-10-20,9.0,6121.82,2024-10-20
2084,user 2084,,1972.0,2021-03-25,user2084@example.com,15541207,UK,New York,00000,Web,VIP,Books,High,2024-10-27,9.0,5831.99,2024-10-27
2085,user 2085,,2025.0,2020-07-08,user2085@example.com,17779953,GB,London,00000,mobile,silver,Electronics,low,2024-11-19,11.0,152793.18000000002,2024-11-19
2086,用户2086,male,1998.0,2023-12-17,user2086@example.com,18351755,United States,New York,N/A,web,,Sports,Low,2024-08-14,9.0,4439.71,2024-08-14
2087,user 2087,Male,1998.0,2021-05-24,user2087@example.com,14325150,UK,Los Angeles,N/A,,,Home,medium,2024-06-29,7.0,3202.9100000000003,2024-06-29
2088,user 2088,Male,1995.0,2023-08-09,user2088@example.com,15102689,AU,New York,,,bronze,Sports,Low,2024-03-11,7.0,5238.22,2024-03-11
2089,USER-2089,female,1999.0,2020-09-15,user2089@example.com,14146789,US,SYD,,mobile,Bronze,Electronics,medium,2024-11-19,10.0,2964.27,2024-11-19
2090,user 2090,未知,1976.0,2020-10-23,user2090@example.com,16801560,AU,London,,Web,VIP,Home,Medium,2023-10-16,2.0,1968.56,2023-10-16
2091,USER-2091,未知,1982.0,2020-05-06,user2091@example.com,17622461,United States,London,63444,Mobile App,Gold,Electronics,low,2024-10-21,11.0,3947.92,2024-10-21
2092,USER-2092,,,2020-03-31,user2092@example.com,15201994,Australia,New York,00000,,Platinum,Clothing,,2024-10-27,10.0,8629.779999999999,2024-10-27
2093,User_2093,female,1977.0,2020-11-15,user2093@example.com,18433515,USA,London,N/A,Referral,Platinum,Home,,2024-10-17,9.0,7266.13,2024-10-17
2094,USER-2094,female,1982.0,2020-03-01,user2094@example.com,14904932,US,New York,00000,mobile,Silver,Home,Low,2024-12-27,10.0,4058.13,2024-12-27
2095,USER-2095,female,1977.0,2022-07-14,user2095@example.com,13949744,CANADA,Sydney,,web,Bronze,Clothing,High,2024-12-26,11.0,8968.8,2024-12-26
2096,用户2096,,1990.0,2020-07-12,user2096@example.com,18139104,USA,纽约,79506,Social Media,,Sports,low,2024-11-11,20.0,12708.539999999999,2024-11-11
12,用户2097,未知,1985.0,2021-05-12,user2097@example.com,17348416,,Sydney,00000,,silver,Clothing,Medium,2024-11-30,13.0,9855.75,2024-11-30
2098,用户2098,未知,1994.0,2020-08-08,user2098@example.com,19692897,USA,New York,,Social Media,Platinum,Home,High,2024-12-23,11.0,7832.02,2024-12-23
2099,user 2099,,1989.0,2022-07-11,user2099@example.com,18138255,US,LON,00000,Web,Platinum,Clothing,Medium,2024-11-11,8.0,3173.4300000000003,2024-11-11
2100,用户2100,,1973.0,2022-01-09,user2100@example.com,15404724,,LA,78258,,Bronze,Home,medium,2024-10-12,6.0,4383.15,2024-10-12
2101,user 2101,,1977.0,2021-05-06,user2101@example.com,18422673,US,Sydney,86820,Social Media,,Electronics,,2024-07-15,11.0,12402.58,2024-07-15
2102,USER-2102,F,1979.0,2020-05-27,user2102@example.com,19425511,GB,London,72409,Web,Silver,Electronics,low,2024-09-17,9.0,5750.3,2024-09-17
2103,USER-2103,F,1998.0,2020-06-10,user2103@example.com,16605403,UK,LA,,Mobile App,VIP,Clothing,Medium,2024-09-01,12.0,13509.53,2024-09-01
2104,User_2104,Male,1989.0,2022-04-17,user2104@example.com,13608238,AU,Sydney,N/A,mobile,,Sports,,2024-11-11,11.0,5964.46,2024-11-11
2105,用户2105,male,1987.0,2022-08-16,user2105@example.com,15429664,US,纽约,00000,Referral,VIP,Electronics,medium,2024-11-29,15.0,6375.3,2024-11-29
2106,user 2106,F,1972.0,2022-05-28,user2106@example.com,13817999,AU,SYD,,Mobile App,,Clothing,low,2024-12-03,15.0,9915.92,2024-12-03
2107,User_2107,,1996.0,2021-03-24,user2107@example.com,13118824,USA,LON,00000,Social Media,Silver,Clothing,medium,2024-11-19,-1.0,-1000.0,2024-11-19
2108,user 2108,male,1995.0,2020-03-02,user2108@example.com,17987651,美国,纽约,00000,Web,Gold,Clothing,medium,2024-12-02,5.0,2685.6,2024-12-02
2109,User_2109,未知,2000.0,2022-06-09,user2109@example.com,13346824,UK,SYD,N/A,mobile,Platinum,,Low,2024-11-17,11.0,11469.02,2024-11-17
2110,user 2110,未知,1988.0,2022-11-01,user2110@example.com,13242055,AU,Los Angeles,91214,Mobile App,silver,Clothing,low,2024-12-13,17.0,12591.9,2024-12-13
2111,USER-2111,M,1982.0,2020-01-01,user2111@example.com,,,Sydney,,,silver,Clothing,Low,2024-08-20,8.0,6428.76,2024-08-20
2112,USER-2112,Male,1977.0,2020-03-26,user2112@example.com,14955228,CANADA,Los Angeles,00000,web,Bronze,Home,Medium,2024-12-26,12.0,6832.85,2024-12-26
2113,User_2113,F,1992.0,2021-05-30,user2113@example.com,16232203,GB,Sydney,,web,VIP,Sports,low,2024-11-23,11.0,6767.349999999999,2024-11-23
2114,User_2114,male,1990.0,2020-02-18,,14045673,GB,New York,17507,web,silver,Sports,low,2024-12-16,12.0,7695.95,2024-12-16
2115,用户2115,male,1992.0,2022-07-17,user2115@example.com,16534146,AU,Sydney,,Mobile App,VIP,Clothing,,2024-12-20,9.0,7414.08,2024-12-20
2116,user 2116,F,1992.0,2021-11-28,user2116@example.com,18525053,AU,NY,,mobile,,Home,High,2024-10-29,7.0,3044.49,2024-10-29
2117,User_2117,Male,1984.0,2022-02-21,user2117@example.com,,CANADA,NY,27500,Mobile App,VIP,Home,High,2024-12-10,10.0,7551.74,2024-12-10
2118,User_2118,male,,2021-06-12,user2118@example.com,19962750,US,LON,N/A,Social Media,silver,Home,Low,2024-11-04,9.0,7014.84,2024-11-04
2119,USER-2119,Female,1978.0,2020-04-06,user2119@example.com,19256064,UK,London,00000,,VIP,Home,high,2024-07-27,16.0,10232.160342834517,2024-07-27
2120,user 2120,,2000.0,2023-09-21,user2120@example.com,16259265,USA,纽约,,Web,VIP,Sports,,2024-10-28,6.0,3179.49,2024-10-28
2121,USER-2121,female,1982.0,2023-05-29,user2121@example.com,15078933,Australia,LON,00000,Mobile App,Platinum,Books,medium,2024-06-26,8.0,5505.75,2024-06-26
2122,user 2122,M,1995.0,2020-11-26,user2122@example.com,,美国,New York City,,Referral,Silver,Home,high,2024-09-16,10.0,9832.7,2024-09-16
2123,USER-2123,,1972.0,2020-09-10,user2123@example.com,13732660,USA,NY,,Referral,VIP,,Medium,2024-10-19,9.0,5249.71,2024-10-19
2124,  USER-2124  ,Female,1995.0,2023-09-30,,16312421,United States,纽约,00000,mobile,Gold,Sports,low,2024-12-24,14.0,8255.51,2024-12-24
2125,user 2125,,1973.0,2023-02-12,user2125@example.com,19677025,AU,NY,N/A,web,silver,Home,,2024-10-14,7.0,2729.93,2024-10-14
2126,user 2126,,1971.0,2022-10-14,user2126@example.com,15443865,USA,LON,N/A,,VIP,Home,high,2024-12-23,12.0,9895.791596012223,2024-12-23
2127,用户2127,M,1986.0,2022-04-15,user2127@example.com,19211277,美国,SYD,,Mobile App,,Clothing,High,2024-11-23,7.0,5194.67,2024-11-23
2128,用户2128,male,1971.0,2022-10-16,user2128@example.com,14666704,GB,纽约,,mobile,VIP,Books,Medium,2024-09-23,14.0,8248.460000000001,2024-09-23
2129,用户2129,F,1994.0,2023-12-01,user2129@example.com,14118441,Australia,LON,00000,web,,Home,low,2024-12-05,12.0,12898.039999999999,2024-12-05
2130,User_2130,female,1980.0,2022-09-18,user2130@example.com,13385419,United States,SYD,27821,,Platinum,Home,medium,2024-10-14,15.0,10617.98,2024-10-14
2131,User_2131,未知,1995.0,2023-08-23,user2131@example.com,13606731,USA,SYD,N/A,Web,Silver,Books,high,2024-12-23,7.0,4898.56,2024-12-23
2132,user 2132,male,1978.0,2021-04-30,user2132@example.com,15037401,United States,LA,N/A,web,Gold,Electronics,Medium,2024-10-28,13.0,10706.5,2024-10-28
2133,User_2133,M,1974.0,2020-05-12,user2133@example.com,14799533,US,LA,00000,Referral,Platinum,Electronics,high,2024-12-02,8.0,11728.12,2024-12-02
2134,USER-2134,Female,1978.0,2020-05-17,user2134@example.com,13922434,UK,SYD,31711,Web,Silver,Sports,High,2024-09-16,8.0,7758.629999999999,2024-09-16
2135,USER-2135,M,1979.0,2023-02-10,user2135@example.com,19457461,United States,New York City,00000,,silver,Sports,low,2024-12-10,12.0,9969.06,2024-12-10
2136,user 2136,Female,1975.0,2023-04-25,user2136@example.com,14907010,AU,New York,00000,Mobile App,,Clothing,high,2024-12-22,13.0,14668.11,2024-12-22
2137,user 2137,Male,1994.0,2022-10-17,user2137@example.com,14867065,AU,SYD,61331,web,Bronze,,high,2024-11-21,11.0,6757.17,2024-11-21
2138,用户2138,M,2001.0,2020-06-19,user2138@example.com,16755677,Australia,LON,00000,,silver,Home,High,2024-11-08,5.0,2292.91,2024-11-08
